Order_ID,Order_Date,Region,Segment,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit,Ship_Mode
ORD-1835,2024-05-29,West,Corporate,Office Supplies,Sticky Notes,1,56.95,0.15,48.41,16.39,Standard
ORD-1836,2024-05-29,South,Corporate,Office Supplies,Stapler,1,181.94,0.05,172.85,55.54,Standard
ORD-1837,2024-05-29,West,Consumer,Furniture,Bookshelf,1,3201.29,0.0,3201.29,680.32,Standard
ORD-1838,2024-05-30,East,Consumer,Technology,Bluetooth Speaker,1,1704.11,0.05,1618.9,231.04,Standard
ORD-1839,2024-05-30,South,Corporate,Technology,Smartphone,1,22062.01,0.0,22062.01,2449.7,Express
ORD-1840,2024-05-30,West,Corporate,Technology,Smartphone,1,20379.29,0.15,17322.4,2902.08,Express
ORD-1841,2024-05-30,North,Corporate,Office Supplies,Stapler,2,183.66,0.0,367.32,123.08,Standard
ORD-1842,2024-05-31,West,Consumer,Furniture,Office Chair,2,4325.89,0.0,8651.77,1904.64,Same Day
ORD-1843,2024-05-31,South,Small Business,Furniture,Office Chair,1,4116.61,0.1,3704.95,495.86,Express
ORD-1844,2024-05-31,North,Corporate,Office Supplies,Sticky Notes,2,56.71,0.05,107.76,29.18,Express
ORD-1845,2024-05-31,North,Corporate,Office Supplies,Desk Organizer,2,434.22,0.15,738.17,259.33,Standard
ORD-1846,2024-05-31,East,Corporate,Home Appliances,Vacuum Cleaner,1,8629.57,0.05,8198.09,1935.66,Standard
ORD-1847,2024-05-31,East,Corporate,Home Appliances,Vacuum Cleaner,3,8737.3,0.05,24901.3,6154.4,Express
ORD-1848,2024-05-31,West,Consumer,Furniture,Sofa Set,1,22660.51,0.05,21527.49,3198.84,Express
ORD-1849,2024-06-01,East,Consumer,Office Supplies,Sticky Notes,1,61.11,0.05,58.06,17.18,Express
ORD-1850,2024-06-01,North,Consumer,Home Appliances,Mixer Grinder,2,3557.19,0.1,6402.94,1185.17,Standard
ORD-1851,2024-06-01,West,Consumer,Technology,Bluetooth Speaker,2,1791.4,0.1,3224.52,600.19,Express
ORD-1852,2024-06-01,East,Consumer,Office Supplies,Stapler,2,196.24,0.0,392.48,131.95,Express
ORD-1853,2024-06-01,East,Consumer,Technology,Wireless Mouse,1,625.27,0.05,594.0,102.26,Express
ORD-1854,2024-06-01,East,Consumer,Office Supplies,Notebook Pack,1,237.81,0.15,202.14,55.69,Express
ORD-1855,2024-06-01,East,Consumer,Furniture,Study Table,1,3769.95,0.0,3769.95,645.45,Same Day
ORD-1856,2024-06-01,East,Corporate,Furniture,Filing Cabinet,2,5620.97,0.0,11241.94,1462.9,Same Day
ORD-1857,2024-06-01,East,Consumer,Technology,Monitor 24in,1,9829.58,0.05,9338.1,1255.37,Standard
ORD-1858,2024-06-01,West,Corporate,Technology,Monitor 24in,1,10103.81,0.0,10103.81,921.25,Express
ORD-1859,2024-06-01,South,Consumer,Furniture,Sofa Set,1,22776.59,0.1,20498.93,4402.43,Express
ORD-1860,2024-06-02,East,Small Business,Technology,Smartphone,2,22480.82,0.0,44961.64,7151.7,Standard
ORD-1861,2024-06-02,East,Small Business,Home Appliances,Electric Kettle,2,1477.17,0.05,2806.62,590.29,Standard
ORD-1862,2024-06-02,West,Small Business,Furniture,Executive Desk,2,9200.39,0.0,18400.77,3417.04,Express
ORD-1863,2024-06-02,South,Consumer,Technology,Bluetooth Speaker,1,1709.37,0.1,1538.43,217.62,Standard
ORD-1864,2024-06-02,South,Corporate,Furniture,Filing Cabinet,1,5833.54,0.05,5541.86,1170.39,Express
ORD-1865,2024-06-02,East,Corporate,Furniture,Office Chair,1,4349.56,0.0,4349.56,835.75,Express
ORD-1866,2024-06-02,South,Consumer,Furniture,Sofa Set,1,22066.16,0.1,19859.54,3406.24,Express
ORD-1867,2024-06-02,East,Corporate,Technology,Tablet,1,15704.19,0.05,14918.98,2460.61,Express
ORD-1868,2024-06-02,North,Consumer,Furniture,Sofa Set,1,21644.33,0.05,20562.12,2865.66,Same Day
ORD-1869,2024-06-03,East,Consumer,Furniture,Filing Cabinet,2,5840.43,0.0,11680.86,2349.33,Standard
ORD-1870,2024-06-03,East,Corporate,Furniture,Sofa Set,1,19437.39,0.05,18465.53,3807.65,Standard
ORD-1871,2024-06-03,North,Consumer,Office Supplies,Whiteboard,1,1552.49,0.05,1474.86,406.38,Standard
ORD-1872,2024-06-03,North,Small Business,Home Appliances,Room Heater,4,2651.3,0.15,9014.42,1356.98,Standard
ORD-1873,2024-06-03,East,Small Business,Home Appliances,Electric Kettle,1,1466.3,0.05,1392.98,321.29,Standard
ORD-1874,2024-06-03,North,Consumer,Home Appliances,Electric Kettle,1,1447.73,0.15,1230.57,210.26,Express
ORD-1875,2024-06-03,North,Corporate,Technology,Wireless Mouse,2,633.24,0.05,1203.16,180.41,Standard
ORD-1876,2024-06-04,North,Corporate,Furniture,Study Table,2,3889.9,0.0,7779.8,1488.93,Standard
ORD-1877,2024-06-04,East,Small Business,Technology,Wireless Mouse,4,659.76,0.1,2375.12,413.37,Express
ORD-1878,2024-06-04,East,Corporate,Technology,Tablet,1,15165.18,0.0,15165.18,1403.91,Express
ORD-1879,2024-06-04,East,Corporate,Office Supplies,Whiteboard,3,1654.15,0.0,4962.46,1656.69,Standard
ORD-1880,2024-06-04,West,Consumer,Office Supplies,Ballpoint Pens,2,83.2,0.05,158.07,51.36,Standard
ORD-1881,2024-06-04,South,Corporate,Furniture,Office Chair,1,4572.26,0.0,4572.26,701.19,Express
ORD-1882,2024-06-05,South,Small Business,Technology,Smartphone,1,23583.83,0.0,23583.83,3101.78,Standard
ORD-1883,2024-06-05,North,Consumer,Office Supplies,Whiteboard,1,1545.01,0.15,1313.26,473.55,Standard
ORD-1884,2024-06-05,East,Small Business,Technology,Printer,2,7753.61,0.15,13181.14,2411.6,Standard
ORD-1885,2024-06-05,South,Corporate,Technology,Printer,1,7557.62,0.0,7557.62,1342.66,Standard
ORD-1886,2024-06-06,East,Small Business,Furniture,Executive Desk,2,9074.78,0.15,15427.13,2188.13,Standard
ORD-1887,2024-06-06,East,Corporate,Technology,Bluetooth Speaker,1,1792.44,0.0,1792.44,202.79,Standard
ORD-1888,2024-06-06,West,Consumer,Technology,Monitor 24in,1,9415.93,0.0,9415.93,1200.2,Standard
ORD-1889,2024-06-06,North,Consumer,Technology,Smartphone,1,23563.26,0.0,23563.26,4336.06,Standard
ORD-1890,2024-06-06,East,Small Business,Furniture,Bookshelf,1,3073.18,0.0,3073.18,527.35,Standard
ORD-1891,2024-06-06,North,Corporate,Technology,Printer,1,7993.2,0.0,7993.2,1474.72,Standard
ORD-1892,2024-06-06,South,Consumer,Furniture,Sofa Set,2,20989.0,0.05,39879.1,8569.09,Standard
ORD-1893,2024-06-06,South,Consumer,Furniture,Study Table,1,3455.3,0.0,3455.3,726.7,Express
ORD-1894,2024-06-07,East,Corporate,Technology,Printer,1,7825.15,0.1,7042.64,948.48,Standard
ORD-1895,2024-06-07,North,Consumer,Technology,Tablet,2,14757.88,0.0,29515.75,5432.07,Express
ORD-1896,2024-06-07,East,Consumer,Furniture,Filing Cabinet,1,5060.29,0.1,4554.27,739.68,Express
ORD-1897,2024-06-07,North,Consumer,Home Appliances,Vacuum Cleaner,1,9677.18,0.15,8225.61,1273.59,Standard
ORD-1898,2024-06-07,East,Small Business,Office Supplies,Sticky Notes,1,56.72,0.05,53.89,18.48,Standard
ORD-1899,2024-06-08,West,Small Business,Furniture,Bookshelf,4,3084.58,0.1,11104.49,2094.82,Express
ORD-1900,2024-06-08,North,Consumer,Home Appliances,Vacuum Cleaner,1,8531.43,0.0,8531.43,1638.32,Standard
ORD-1901,2024-06-08,West,Corporate,Furniture,Sofa Set,2,21271.42,0.0,42542.83,9451.85,Standard
ORD-1902,2024-06-08,North,Consumer,Home Appliances,Mixer Grinder,1,3589.31,0.0,3589.31,649.57,Express
ORD-1903,2024-06-08,South,Small Business,Technology,Bluetooth Speaker,1,1700.38,0.1,1530.34,277.5,Standard
ORD-1904,2024-06-09,West,Corporate,Office Supplies,Stapler,2,173.94,0.1,313.09,85.78,Standard
ORD-1905,2024-06-09,South,Corporate,Office Supplies,Notebook Pack,1,232.98,0.05,221.33,73.43,Standard
ORD-1906,2024-06-09,East,Consumer,Technology,Bluetooth Speaker,1,1846.89,0.05,1754.54,288.65,Standard
ORD-1907,2024-06-09,West,Consumer,Furniture,Executive Desk,2,9639.53,0.05,18315.12,2830.84,Standard
ORD-1908,2024-06-09,North,Consumer,Home Appliances,Mixer Grinder,1,3723.5,0.2,2978.8,526.73,Express
ORD-1909,2024-06-09,West,Consumer,Office Supplies,Desk Organizer,2,435.98,0.05,828.37,282.56,Express
ORD-1910,2024-06-09,North,Consumer,Home Appliances,Electric Kettle,1,1489.95,0.0,1489.95,273.6,Same Day
ORD-1911,2024-06-09,East,Consumer,Furniture,Filing Cabinet,1,5389.33,0.0,5389.33,1206.16,Express
ORD-1912,2024-06-09,North,Consumer,Home Appliances,Vacuum Cleaner,1,8999.93,0.0,8999.93,1723.35,Standard
ORD-1913,2024-06-10,East,Small Business,Technology,Monitor 24in,1,9152.52,0.15,7779.64,878.87,Standard
ORD-1914,2024-06-10,West,Consumer,Home Appliances,Electric Kettle,3,1422.14,0.15,3626.46,574.08,Standard
ORD-1915,2024-06-10,North,Corporate,Furniture,Office Chair,1,4585.52,0.15,3897.7,881.78,Express
ORD-1916,2024-06-10,East,Corporate,Furniture,Filing Cabinet,1,5914.48,0.1,5323.03,909.3,Standard
ORD-1917,2024-06-10,East,Consumer,Office Supplies,Whiteboard,1,1700.64,0.2,1360.51,459.74,Express
ORD-1918,2024-06-10,East,Consumer,Technology,Laptop,1,52226.44,0.15,44392.47,5032.37,Standard
ORD-1919,2024-06-10,East,Corporate,Technology,Monitor 24in,2,8685.15,0.0,17370.29,2632.86,Standard
ORD-1920,2024-06-10,South,Small Business,Home Appliances,Electric Kettle,1,1297.12,0.05,1232.27,272.17,Standard
ORD-1921,2024-06-10,South,Small Business,Furniture,Study Table,1,3658.17,0.1,3292.36,461.97,Standard
ORD-1922,2024-06-11,West,Consumer,Technology,Monitor 24in,2,8643.13,0.2,13829.01,2101.11,Standard
ORD-1923,2024-06-11,North,Consumer,Office Supplies,Desk Organizer,2,493.57,0.0,987.15,279.77,Express
ORD-1924,2024-06-11,North,Consumer,Home Appliances,Vacuum Cleaner,1,9673.35,0.0,9673.35,1595.39,Standard
ORD-1925,2024-06-11,North,Consumer,Technology,Laptop,1,45327.98,0.1,40795.18,4162.13,Standard
ORD-1926,2024-06-11,South,Corporate,Office Supplies,Stapler,1,183.97,0.1,165.57,44.75,Standard
ORD-1927,2024-06-11,West,Consumer,Furniture,Office Chair,1,3960.04,0.0,3960.04,635.75,Express
ORD-1928,2024-06-11,West,Small Business,Technology,Bluetooth Speaker,2,1893.04,0.0,3786.08,380.93,Same Day
ORD-1929,2024-06-11,South,Consumer,Office Supplies,Whiteboard,2,1527.46,0.0,3054.93,1099.1,Express
ORD-1930,2024-06-11,North,Corporate,Furniture,Office Chair,2,4184.08,0.0,8368.16,1350.02,Same Day
ORD-1931,2024-06-12,North,Corporate,Home Appliances,Electric Kettle,1,1391.76,0.0,1391.76,301.93,Express
ORD-1932,2024-06-12,East,Consumer,Furniture,Sofa Set,2,22355.36,0.1,40239.65,6053.0,Standard
ORD-1933,2024-06-12,South,Small Business,Furniture,Filing Cabinet,4,5564.52,0.1,20032.29,2775.67,Standard
ORD-1934,2024-06-12,North,Corporate,Technology,Smartphone,1,21685.77,0.05,20601.48,3288.06,Standard
ORD-1935,2024-06-12,West,Consumer,Home Appliances,Electric Kettle,2,1451.61,0.0,2903.21,445.25,Standard
ORD-1936,2024-06-12,South,Consumer,Office Supplies,Stapler,3,193.9,0.0,581.71,191.25,Standard
ORD-1937,2024-06-13,West,Corporate,Home Appliances,Mixer Grinder,1,3600.05,0.1,3240.04,686.14,Standard
ORD-1938,2024-06-13,East,Consumer,Technology,Wireless Mouse,1,658.1,0.0,658.1,67.44,Standard
ORD-1939,2024-06-13,North,Consumer,Furniture,Office Chair,1,4248.46,0.05,4036.03,633.93,Standard
ORD-1940,2024-06-14,North,Consumer,Technology,Laptop,2,45982.41,0.1,82768.34,13278.19,Standard
ORD-1941,2024-06-14,West,Consumer,Home Appliances,Mixer Grinder,1,3619.48,0.0,3619.48,827.34,Express
ORD-1942,2024-06-14,West,Consumer,Furniture,Filing Cabinet,2,5766.57,0.05,10956.49,1621.34,Standard
ORD-1943,2024-06-14,North,Small Business,Home Appliances,Room Heater,2,2800.09,0.0,5600.18,1084.36,Standard
ORD-1944,2024-06-14,North,Small Business,Office Supplies,Sticky Notes,1,58.63,0.0,58.63,18.94,Standard
ORD-1945,2024-06-14,East,Small Business,Furniture,Study Table,1,3318.7,0.05,3152.77,631.79,Express
ORD-1946,2024-06-14,West,Small Business,Furniture,Study Table,1,3620.49,0.1,3258.44,621.62,Standard
ORD-1947,2024-06-15,North,Corporate,Technology,Tablet,1,15631.32,0.2,12505.06,1542.18,Express
ORD-1948,2024-06-15,North,Corporate,Technology,Smartphone,3,23074.02,0.1,62299.87,9993.55,Standard
ORD-1949,2024-06-15,South,Consumer,Furniture,Study Table,1,3517.42,0.1,3165.67,679.44,Express
ORD-1950,2024-06-15,South,Consumer,Office Supplies,Notebook Pack,1,222.59,0.0,222.59,70.08,Standard
ORD-1951,2024-06-15,West,Corporate,Office Supplies,Whiteboard,3,1727.66,0.0,5182.99,1485.44,Express
ORD-1952,2024-06-15,North,Corporate,Technology,Monitor 24in,1,8483.09,0.0,8483.09,1025.83,Standard
ORD-1953,2024-06-16,North,Consumer,Technology,Printer,1,7254.43,0.0,7254.43,1180.81,Standard
ORD-1954,2024-06-16,South,Consumer,Home Appliances,Air Fryer,1,6168.5,0.0,6168.5,1350.35,Standard
ORD-1955,2024-06-16,West,Consumer,Office Supplies,Notebook Pack,1,237.9,0.05,226.01,77.54,Standard
ORD-1956,2024-06-16,West,Consumer,Technology,Tablet,1,16929.51,0.0,16929.51,3152.59,Express
ORD-1957,2024-06-17,North,Consumer,Furniture,Office Chair,2,4409.27,0.1,7936.69,1446.52,Standard
ORD-1958,2024-06-17,North,Consumer,Home Appliances,Mixer Grinder,1,3384.74,0.0,3384.74,519.75,Standard
ORD-1959,2024-06-17,North,Corporate,Furniture,Sofa Set,1,22382.95,0.0,22382.95,3958.76,Standard
ORD-1960,2024-06-17,West,Small Business,Furniture,Office Chair,1,4102.98,0.0,4102.98,660.3,Standard
ORD-1961,2024-06-17,West,Corporate,Home Appliances,Electric Kettle,2,1317.32,0.0,2634.64,650.28,Express
ORD-1962,2024-06-17,North,Corporate,Office Supplies,Stapler,1,175.95,0.0,175.95,64.33,Express
ORD-1963,2024-06-17,North,Consumer,Office Supplies,Desk Organizer,1,478.3,0.1,430.47,120.87,Standard
ORD-1964,2024-06-17,North,Consumer,Technology,Bluetooth Speaker,1,1861.79,0.15,1582.52,145.28,Express
ORD-1965,2024-06-18,South,Corporate,Technology,Laptop,2,45158.07,0.2,72252.92,13436.34,Express
ORD-1966,2024-06-18,East,Consumer,Technology,Printer,1,7083.78,0.05,6729.6,1125.21,Standard
ORD-1967,2024-06-18,North,Small Business,Technology,Monitor 24in,2,9267.62,0.05,17608.49,3203.05,Express
ORD-1968,2024-06-18,South,Consumer,Furniture,Sofa Set,1,19980.4,0.0,19980.4,3158.32,Same Day
ORD-1969,2024-06-18,North,Corporate,Office Supplies,Desk Organizer,1,418.98,0.0,418.98,145.32,Standard
ORD-1970,2024-06-18,North,Consumer,Technology,Monitor 24in,1,9749.02,0.1,8774.12,1261.65,Express
ORD-1971,2024-06-18,West,Consumer,Furniture,Bookshelf,2,3370.42,0.05,6403.8,1171.67,Standard
ORD-1972,2024-06-18,South,Consumer,Technology,Monitor 24in,1,9710.65,0.1,8739.59,1555.12,Standard
ORD-1973,2024-06-18,East,Consumer,Home Appliances,Electric Kettle,2,1393.37,0.15,2368.73,590.56,Express
ORD-1974,2024-06-18,North,Small Business,Office Supplies,Whiteboard,1,1476.32,0.0,1476.32,545.65,Same Day
ORD-1975,2024-06-18,East,Small Business,Technology,Printer,2,8086.08,0.0,16172.15,1875.34,Express
ORD-1976,2024-06-19,East,Corporate,Furniture,Sofa Set,1,22824.84,0.05,21683.6,3702.99,Standard
ORD-1977,2024-06-19,North,Consumer,Home Appliances,Mixer Grinder,1,3355.34,0.0,3355.34,683.54,Standard
ORD-1978,2024-06-19,South,Small Business,Home Appliances,Room Heater,3,2395.84,0.15,6109.38,1485.26,Standard
ORD-1979,2024-06-19,East,Corporate,Office Supplies,Notebook Pack,1,234.5,0.15,199.33,56.53,Standard
ORD-1980,2024-06-19,East,Consumer,Furniture,Filing Cabinet,1,5545.31,0.0,5545.31,942.06,Standard
ORD-1981,2024-06-19,North,Corporate,Home Appliances,Room Heater,1,2549.68,0.05,2422.2,439.79,Standard
ORD-1982,2024-06-19,South,Corporate,Home Appliances,Electric Kettle,1,1487.26,0.0,1487.26,266.69,Standard
ORD-1983,2024-06-19,East,Small Business,Home Appliances,Electric Kettle,1,1432.5,0.15,1217.62,283.51,Standard
ORD-1984,2024-06-19,North,Consumer,Furniture,Study Table,2,3638.09,0.0,7276.17,1472.39,Standard
ORD-1985,2024-06-19,South,Corporate,Furniture,Executive Desk,2,10509.33,0.0,21018.67,2798.89,Express
ORD-1986,2024-06-19,West,Small Business,Furniture,Sofa Set,2,22066.81,0.15,37513.58,7998.61,Express
ORD-1987,2024-06-19,South,Consumer,Office Supplies,Whiteboard,1,1522.71,0.1,1370.44,404.56,Standard
ORD-1988,2024-06-20,South,Consumer,Home Appliances,Mixer Grinder,1,3577.25,0.0,3577.25,757.47,Standard
ORD-1989,2024-06-20,North,Consumer,Furniture,Filing Cabinet,1,5158.98,0.0,5158.98,760.21,Standard
ORD-1990,2024-06-20,West,Consumer,Home Appliances,Electric Kettle,1,1411.95,0.0,1411.95,306.59,Standard
ORD-1991,2024-06-20,North,Corporate,Home Appliances,Air Fryer,1,6148.79,0.0,6148.79,1078.94,Express
ORD-1992,2024-06-20,South,Consumer,Technology,Laptop,2,47090.38,0.0,94180.76,11099.84,Standard
ORD-1993,2024-06-21,East,Consumer,Technology,Bluetooth Speaker,2,1674.72,0.0,3349.45,541.48,Express
ORD-1994,2024-06-21,South,Consumer,Home Appliances,Air Fryer,1,5880.14,0.1,5292.13,1054.55,Standard
ORD-1995,2024-06-21,South,Small Business,Furniture,Study Table,2,3580.82,0.1,6445.48,864.02,Express
ORD-1996,2024-06-21,North,Consumer,Office Supplies,Sticky Notes,1,62.27,0.1,56.04,18.42,Express
ORD-1997,2024-06-21,South,Consumer,Furniture,Filing Cabinet,1,5261.05,0.2,4208.84,843.01,Standard
ORD-1998,2024-06-21,South,Corporate,Furniture,Study Table,1,3481.85,0.0,3481.85,595.64,Standard
ORD-1999,2024-06-21,South,Small Business,Furniture,Study Table,1,3690.58,0.15,3136.99,423.23,Standard
ORD-2000,2024-06-22,North,Corporate,Home Appliances,Mixer Grinder,1,3691.21,0.0,3691.21,920.79,Standard
ORD-2001,2024-06-22,North,Corporate,Furniture,Sofa Set,1,22408.65,0.15,19047.35,3648.76,Express
ORD-2002,2024-06-22,East,Small Business,Office Supplies,Notebook Pack,1,229.8,0.05,218.31,74.58,Standard
ORD-2003,2024-06-22,East,Consumer,Technology,Smartphone,1,20615.74,0.0,20615.74,2625.55,Same Day
ORD-2004,2024-06-22,West,Small Business,Technology,Tablet,2,15784.51,0.0,31569.03,2864.17,Same Day
ORD-2005,2024-06-22,East,Consumer,Furniture,Study Table,1,3851.0,0.2,3080.8,552.65,Standard
ORD-2006,2024-06-22,East,Corporate,Technology,Laptop,3,48715.23,0.0,146145.7,15464.06,Standard
ORD-2007,2024-06-23,East,Small Business,Technology,Smartphone,2,23694.95,0.0,47389.91,4662.24,Express
ORD-2008,2024-06-23,South,Small Business,Office Supplies,Stapler,1,182.68,0.0,182.68,60.56,Standard
ORD-2009,2024-06-23,South,Corporate,Office Supplies,Sticky Notes,1,64.35,0.0,64.35,18.07,Standard
ORD-2010,2024-06-23,North,Consumer,Technology,Tablet,1,16055.51,0.0,16055.51,2879.61,Express
ORD-2011,2024-06-23,South,Corporate,Technology,Wireless Mouse,1,634.78,0.1,571.3,66.62,Same Day
ORD-2012,2024-06-24,East,Small Business,Furniture,Executive Desk,2,9482.75,0.05,18017.22,3153.98,Express
ORD-2013,2024-06-24,East,Corporate,Home Appliances,Mixer Grinder,2,3477.66,0.0,6955.32,1124.29,Standard
ORD-2014,2024-06-24,North,Consumer,Office Supplies,Ballpoint Pens,1,88.13,0.1,79.31,26.52,Standard
ORD-2015,2024-06-24,East,Corporate,Technology,Tablet,1,14291.78,0.1,12862.6,1641.32,Express
ORD-2016,2024-06-24,East,Corporate,Technology,Smartphone,1,22932.05,0.05,21785.45,3322.16,Standard
ORD-2017,2024-06-24,West,Corporate,Technology,Smartphone,1,20427.41,0.0,20427.41,2350.78,Standard
ORD-2018,2024-06-24,South,Corporate,Office Supplies,Stapler,1,184.33,0.05,175.12,57.43,Standard
ORD-2019,2024-06-24,West,Consumer,Furniture,Study Table,2,3370.39,0.1,6066.71,1162.88,Express
ORD-2020,2024-06-24,South,Corporate,Office Supplies,Notebook Pack,1,223.53,0.0,223.53,79.86,Express
ORD-2021,2024-06-25,East,Consumer,Home Appliances,Air Fryer,1,6507.03,0.0,6507.03,1526.63,Express
ORD-2022,2024-06-25,East,Small Business,Technology,Tablet,1,15445.28,0.0,15445.28,2415.33,Standard
ORD-2023,2024-06-25,South,Corporate,Home Appliances,Electric Kettle,1,1494.42,0.05,1419.69,218.74,Same Day
ORD-2024,2024-06-25,West,Consumer,Office Supplies,Notebook Pack,3,230.56,0.0,691.68,226.94,Standard
ORD-2025,2024-06-26,South,Consumer,Technology,Printer,2,8036.17,0.1,14465.11,1597.68,Express
ORD-2026,2024-06-26,East,Corporate,Home Appliances,Room Heater,1,2735.34,0.05,2598.57,611.71,Express
ORD-2027,2024-06-26,East,Consumer,Office Supplies,Whiteboard,1,1674.22,0.05,1590.51,568.15,Standard
ORD-2028,2024-06-26,South,Corporate,Home Appliances,Room Heater,1,2450.38,0.0,2450.38,453.55,Standard
ORD-2029,2024-06-26,North,Corporate,Home Appliances,Vacuum Cleaner,2,9590.18,0.05,18221.35,3717.21,Standard
ORD-2030,2024-06-26,North,Corporate,Furniture,Bookshelf,1,3314.88,0.05,3149.14,488.3,Standard
ORD-2031,2024-06-26,West,Small Business,Office Supplies,Stapler,2,184.55,0.1,332.2,120.89,Express
ORD-2032,2024-06-26,North,Corporate,Office Supplies,Stapler,1,190.76,0.05,181.22,60.91,Standard
ORD-2033,2024-06-26,West,Consumer,Office Supplies,Desk Organizer,1,462.27,0.0,462.27,132.68,Same Day
ORD-2034,2024-06-26,South,Consumer,Furniture,Study Table,1,3664.63,0.05,3481.4,625.66,Standard
ORD-2035,2024-06-26,West,Corporate,Technology,Bluetooth Speaker,1,1724.19,0.0,1724.19,196.57,Standard
ORD-2036,2024-06-27,South,Consumer,Technology,Printer,1,7033.44,0.1,6330.1,963.33,Standard
ORD-2037,2024-06-27,North,Consumer,Home Appliances,Air Fryer,1,5710.44,0.0,5710.44,1089.49,Express
ORD-2038,2024-06-27,North,Corporate,Home Appliances,Electric Kettle,4,1345.18,0.0,5380.7,1336.7,Standard
ORD-2039,2024-06-27,South,Corporate,Office Supplies,Ballpoint Pens,1,86.14,0.1,77.52,25.1,Express
ORD-2040,2024-06-27,East,Corporate,Office Supplies,Sticky Notes,1,61.67,0.05,58.59,21.28,Same Day
ORD-2041,2024-06-27,North,Corporate,Home Appliances,Mixer Grinder,1,3275.85,0.05,3112.06,714.59,Same Day
ORD-2042,2024-06-28,West,Small Business,Furniture,Bookshelf,1,3283.42,0.05,3119.25,488.59,Standard
ORD-2043,2024-06-28,South,Corporate,Home Appliances,Electric Kettle,1,1352.53,0.0,1352.53,216.21,Standard
ORD-2044,2024-06-28,West,Consumer,Home Appliances,Air Fryer,1,5725.07,0.0,5725.07,1142.85,Express
ORD-2045,2024-06-29,South,Corporate,Technology,Wireless Mouse,1,692.44,0.1,623.2,78.33,Express
ORD-2046,2024-06-29,North,Consumer,Technology,Wireless Mouse,1,672.09,0.1,604.88,57.15,Standard
ORD-2047,2024-06-29,East,Small Business,Technology,Printer,1,7918.77,0.1,7126.9,801.71,Standard
ORD-2048,2024-06-29,East,Consumer,Office Supplies,Notebook Pack,1,203.34,0.0,203.34,63.4,Standard
ORD-2049,2024-06-29,West,Corporate,Furniture,Study Table,2,3729.1,0.05,7085.3,1252.23,Same Day
ORD-2050,2024-06-29,West,Small Business,Furniture,Filing Cabinet,1,5400.35,0.1,4860.32,938.0,Standard
ORD-2051,2024-06-29,West,Small Business,Furniture,Study Table,1,3632.8,0.1,3269.52,590.2,Standard
ORD-2052,2024-06-29,North,Corporate,Furniture,Sofa Set,2,20821.58,0.0,41643.15,6861.12,Standard
ORD-2053,2024-06-29,East,Small Business,Technology,Printer,1,8066.91,0.15,6856.87,861.12,Express
ORD-2054,2024-06-29,North,Small Business,Home Appliances,Air Fryer,1,5907.49,0.15,5021.36,1132.35,Express
ORD-2055,2024-06-30,East,Corporate,Home Appliances,Mixer Grinder,1,3669.13,0.05,3485.68,656.32,Standard
ORD-2056,2024-06-30,West,Corporate,Office Supplies,Sticky Notes,1,64.45,0.0,64.45,19.64,Express
ORD-2057,2024-06-30,North,Consumer,Home Appliances,Room Heater,2,2468.12,0.15,4195.81,917.53,Express
ORD-2058,2024-06-30,West,Consumer,Technology,Laptop,1,48524.62,0.05,46098.39,7862.45,Standard
ORD-2059,2024-06-30,East,Corporate,Technology,Bluetooth Speaker,1,1939.06,0.0,1939.06,222.35,Standard
ORD-2060,2024-06-30,East,Small Business,Technology,Printer,1,7235.86,0.2,5788.69,934.92,Standard
ORD-2061,2024-06-30,East,Small Business,Technology,Laptop,1,48152.89,0.05,45745.25,8458.81,Same Day
ORD-2062,2024-06-30,East,Consumer,Furniture,Sofa Set,1,22208.84,0.05,21098.4,3015.04,Express
ORD-2063,2024-07-01,North,Consumer,Technology,Bluetooth Speaker,1,1849.31,0.0,1849.31,296.21,Standard
ORD-2064,2024-07-01,East,Consumer,Home Appliances,Air Fryer,1,6371.57,0.0,6371.57,1291.92,Standard
ORD-2065,2024-07-01,North,Consumer,Technology,Tablet,1,17005.9,0.0,17005.9,3228.74,Express
ORD-2066,2024-07-01,West,Consumer,Home Appliances,Mixer Grinder,2,3243.59,0.1,5838.46,1045.46,Express
ORD-2067,2024-07-02,South,Consumer,Office Supplies,Sticky Notes,1,65.7,0.0,65.7,21.69,Express
ORD-2068,2024-07-02,South,Consumer,Office Supplies,Desk Organizer,1,425.86,0.0,425.86,151.58,Standard
ORD-2069,2024-07-02,South,Small Business,Technology,Bluetooth Speaker,1,1877.52,0.0,1877.52,307.1,Express
ORD-2070,2024-07-02,South,Consumer,Furniture,Filing Cabinet,2,5242.49,0.1,9436.48,1525.73,Express
ORD-2071,2024-07-03,North,Consumer,Furniture,Office Chair,1,4328.32,0.1,3895.49,856.72,Standard
ORD-2072,2024-07-03,North,Consumer,Home Appliances,Room Heater,1,2690.43,0.0,2690.43,594.7,Standard
ORD-2073,2024-07-03,North,Corporate,Technology,Tablet,1,15453.26,0.2,12362.61,1378.1,Standard
ORD-2074,2024-07-03,North,Small Business,Furniture,Sofa Set,1,22911.26,0.0,22911.26,3036.71,Same Day
ORD-2075,2024-07-03,South,Consumer,Furniture,Office Chair,1,3921.36,0.1,3529.22,678.94,Standard
ORD-2076,2024-07-03,North,Corporate,Technology,Printer,1,7339.72,0.05,6972.73,1301.18,Standard
